period,stateid,stateDescription,sectorid,sectorName,price,price-units
2012-09,WNC,West North Central,COM,commercial,8.9,cents per kilowatt-hour
2012-09,WNC,West North Central,IND,industrial,6.63,cents per kilowatt-hour
2014-08,NH,New Hampshire,COM,commercial,13.59,cents per kilowatt-hour
2014-08,NH,New Hampshire,IND,industrial,11.2,cents per kilowatt-hour
2014-08,NJ,New Jersey,COM,commercial,13.48,cents per kilowatt-hour
2014-08,NJ,New Jersey,IND,industrial,11.06,cents per kilowatt-hour
2014-08,NM,New Mexico,COM,commercial,11.14,cents per kilowatt-hour
2014-08,NM,New Mexico,IND,industrial,6.96,cents per kilowatt-hour
2014-08,NY,New York,COM,commercial,16.37,cents per kilowatt-hour
2014-08,NY,New York,IND,industrial,6.42,cents per kilowatt-hour
2014-08,NC,North Carolina,COM,commercial,8.89,cents per kilowatt-hour
2014-08,NC,North Carolina,IND,industrial,6.83,cents per kilowatt-hour
2014-09,IA,Iowa,COM,commercial,9.19,cents per kilowatt-hour
2014-09,IA,Iowa,IND,industrial,6.62,cents per kilowatt-hour
2014-10,KS,Kansas,IND,industrial,7.77,cents per kilowatt-hour
2014-10,KY,Kentucky,COM,commercial,9.26,cents per kilowatt-hour
2014-10,KY,Kentucky,IND,industrial,5.31,cents per kilowatt-hour
2014-10,LA,Louisiana,COM,commercial,8.93,cents per kilowatt-hour
2014-10,LA,Louisiana,IND,industrial,5.72,cents per kilowatt-hour
2014-10,ME,Maine,COM,commercial,11.9,cents per kilowatt-hour
2014-10,ME,Maine,IND,industrial,7.5,cents per kilowatt-hour
2012-04,WI,Wisconsin,COM,commercial,10.4,cents per kilowatt-hour
2012-04,WI,Wisconsin,IND,industrial,7.17,cents per kilowatt-hour
2012-04,WY,Wyoming,COM,commercial,8.28,cents per kilowatt-hour
2021-06,ESC,East South Central,COM,commercial,11.14,cents per kilowatt-hour
2002-09,ESC,East South Central,COM,commercial,6.29,cents per kilowatt-hour
2002-09,ESC,East South Central,IND,industrial,3.81,cents per kilowatt-hour
2002-09,WSC,West South Central,COM,commercial,6.55,cents per kilowatt-hour
2002-09,WSC,West South Central,IND,industrial,4.2,cents per kilowatt-hour
2002-09,MTN,Mountain,COM,commercial,6.89,cents per kilowatt-hour
2002-09,MTN,Mountain,IND,industrial,5.22,cents per kilowatt-hour
2002-09,PACC,Pacific Contiguous,COM,commercial,11.96,cents per kilowatt-hour
2002-09,PACC,Pacific Contiguous,IND,industrial,8.13,cents per kilowatt-hour
2014-10,AZ,Arizona,COM,commercial,10.01,cents per kilowatt-hour
2014-10,AZ,Arizona,IND,industrial,6.56,cents per kilowatt-hour
2014-10,AR,Arkansas,COM,commercial,8.06,cents per kilowatt-hour
2014-10,AR,Arkansas,IND,industrial,5.79,cents per kilowatt-hour
2014-10,CA,California,COM,commercial,17.46,cents per kilowatt-hour
2014-10,CA,California,IND,industrial,13.99,cents per kilowatt-hour
2014-11,AL,Alabama,COM,commercial,10.95,cents per kilowatt-hour
2014-11,AL,Alabama,IND,industrial,5.94,cents per kilowatt-hour
2014-11,AK,Alaska,COM,commercial,17.82,cents per kilowatt-hour
2014-11,AK,Alaska,IND,industrial,15.62,cents per kilowatt-hour
2014-09,KS,Kansas,COM,commercial,10.32,cents per kilowatt-hour
2014-09,KS,Kansas,IND,industrial,7.94,cents per kilowatt-hour
2014-09,KY,Kentucky,COM,commercial,9.32,cents per kilowatt-hour
2014-09,KY,Kentucky,IND,industrial,5.77,cents per kilowatt-hour
2024-07,VA,Virginia,IND,industrial,8.78,cents per kilowatt-hour
2024-07,WA,Washington,COM,commercial,10.42,cents per kilowatt-hour
2024-07,WA,Washington,IND,industrial,6.41,cents per kilowatt-hour
2024-07,WV,West Virginia,COM,commercial,11.19,cents per kilowatt-hour
2024-07,WV,West Virginia,IND,industrial,7.74,cents per kilowatt-hour
2024-07,WI,Wisconsin,COM,commercial,13.27,cents per kilowatt-hour
2024-07,WI,Wisconsin,IND,industrial,9.48,cents per kilowatt-hour
2021-03,OR,Oregon,COM,commercial,9.06,cents per kilowatt-hour
2021-03,OR,Oregon,IND,industrial,5.7,cents per kilowatt-hour
2021-03,PA,Pennsylvania,COM,commercial,8.67,cents per kilowatt-hour
2021-03,PA,Pennsylvania,IND,industrial,6.13,cents per kilowatt-hour
2021-03,RI,Rhode Island,COM,commercial,16.13,cents per kilowatt-hour
2021-03,RI,Rhode Island,IND,industrial,16.02,cents per kilowatt-hour
2021-03,SC,South Carolina,COM,commercial,10.62,cents per kilowatt-hour
2021-03,SC,South Carolina,IND,industrial,5.8,cents per kilowatt-hour
2021-03,SD,South Dakota,COM,commercial,9.56,cents per kilowatt-hour
2021-03,SD,South Dakota,IND,industrial,7.92,cents per kilowatt-hour
2014-11,AZ,Arizona,COM,commercial,9.39,cents per kilowatt-hour
2014-11,AZ,Arizona,IND,industrial,5.97,cents per kilowatt-hour
2014-11,AR,Arkansas,COM,commercial,8.08,cents per kilowatt-hour
2014-11,AR,Arkansas,IND,industrial,5.86,cents per kilowatt-hour
2012-07,WV,West Virginia,COM,commercial,8.49,cents per kilowatt-hour
2012-07,WV,West Virginia,IND,industrial,6.35,cents per kilowatt-hour
2012-07,WI,Wisconsin,COM,commercial,10.78,cents per kilowatt-hour
2012-07,WI,Wisconsin,IND,industrial,7.81,cents per kilowatt-hour
2012-07,WY,Wyoming,COM,commercial,8.23,cents per kilowatt-hour
2012-07,WY,Wyoming,IND,industrial,6.27,cents per kilowatt-hour
2002-09,PACN,Pacific Noncontiguous,COM,commercial,12.53,cents per kilowatt-hour
2002-09,PACN,Pacific Noncontiguous,IND,industrial,10.39,cents per kilowatt-hour
2002-09,US,U.S. Total,COM,commercial,8,cents per kilowatt-hour
2002-09,US,U.S. Total,IND,industrial,4.98,cents per kilowatt-hour
2007-11,PA,Pennsylvania,COM,commercial,9.26,cents per kilowatt-hour
2007-11,PA,Pennsylvania,IND,industrial,6.72,cents per kilowatt-hour
2007-11,RI,Rhode Island,COM,commercial,13.08,cents per kilowatt-hour
2007-11,RI,Rhode Island,IND,industrial,11.96,cents per kilowatt-hour
2007-11,SC,South Carolina,COM,commercial,7.84,cents per kilowatt-hour
2007-11,SC,South Carolina,IND,industrial,4.8,cents per kilowatt-hour
2007-11,SD,South Dakota,COM,commercial,6.71,cents per kilowatt-hour
2007-11,SD,South Dakota,IND,industrial,5,cents per kilowatt-hour
2007-11,TN,Tennessee,COM,commercial,8.49,cents per kilowatt-hour
2007-11,TN,Tennessee,IND,industrial,5.23,cents per kilowatt-hour
2007-11,TX,Texas,COM,commercial,9.79,cents per kilowatt-hour
2007-11,TX,Texas,IND,industrial,7.66,cents per kilowatt-hour
2007-11,UT,Utah,COM,commercial,6.02,cents per kilowatt-hour
2007-11,UT,Utah,IND,industrial,3.91,cents per kilowatt-hour
2007-11,VT,Vermont,COM,commercial,12.4,cents per kilowatt-hour
2017-02,NY,New York,IND,industrial,4.98,cents per kilowatt-hour
2024-07,WSC,West South Central,COM,commercial,9.31,cents per kilowatt-hour
2024-07,WSC,West South Central,IND,industrial,6.29,cents per kilowatt-hour
2024-07,MTN,Mountain,COM,commercial,11.73,cents per kilowatt-hour
2024-07,MTN,Mountain,IND,industrial,8.34,cents per kilowatt-hour
2024-07,PACC,Pacific Contiguous,COM,commercial,24.32,cents per kilowatt-hour
2024-07,PACC,Pacific Contiguous,IND,industrial,18.06,cents per kilowatt-hour
2024-07,PACN,Pacific Noncontiguous,COM,commercial,30.07,cents per kilowatt-hour
2024-07,PACN,Pacific Noncontiguous,IND,industrial,29.29,cents per kilowatt-hour
2024-07,US,U.S. Total,COM,commercial,13.5,cents per kilowatt-hour
2024-07,US,U.S. Total,IND,industrial,8.75,cents per kilowatt-hour
2024-04,DE,Delaware,IND,industrial,8.54,cents per kilowatt-hour
2021-04,DC,District of Columbia,COM,commercial,12.07,cents per kilowatt-hour
2021-04,DC,District of Columbia,IND,industrial,7.43,cents per kilowatt-hour
2012-06,HI,Hawaii,COM,commercial,37.21,cents per kilowatt-hour
2012-06,HI,Hawaii,IND,industrial,32.87,cents per kilowatt-hour
2012-06,ID,Idaho,COM,commercial,7.06,cents per kilowatt-hour
2009-06,IL,Illinois,IND,industrial,7,cents per kilowatt-hour
2009-06,IA,Iowa,IND,industrial,5.47,cents per kilowatt-hour
2009-06,KS,Kansas,COM,commercial,8.3,cents per kilowatt-hour
2009-06,KY,Kentucky,IND,industrial,5.18,cents per kilowatt-hour
2009-06,LA,Louisiana,COM,commercial,6.88,cents per kilowatt-hour
2009-06,ME,Maine,IND,industrial,9.64,cents per kilowatt-hour
2009-06,MD,Maryland,COM,commercial,11.88,cents per kilowatt-hour
2010-03,VT,Vermont,IND,industrial,9.73,cents per kilowatt-hour
2010-03,VA,Virginia,COM,commercial,7.61,cents per kilowatt-hour
2010-03,VA,Virginia,IND,industrial,6.66,cents per kilowatt-hour
2010-03,WA,Washington,COM,commercial,7.33,cents per kilowatt-hour
2012-07,NEW,New England,COM,commercial,13.77,cents per kilowatt-hour
2012-07,NEW,New England,IND,industrial,12.17,cents per kilowatt-hour
2012-07,MAT,Middle Atlantic,COM,commercial,13.86,cents per kilowatt-hour
2012-07,MAT,Middle Atlantic,IND,industrial,7.73,cents per kilowatt-hour
2012-08,OH,Ohio,COM,commercial,9.37,cents per kilowatt-hour
2012-08,OH,Ohio,IND,industrial,6.37,cents per kilowatt-hour
2012-08,OK,Oklahoma,COM,commercial,7.92,cents per kilowatt-hour
2012-08,OK,Oklahoma,IND,industrial,5.32,cents per kilowatt-hour
2012-08,OR,Oregon,COM,commercial,8.19,cents per kilowatt-hour
2012-08,OR,Oregon,IND,industrial,5.75,cents per kilowatt-hour
2012-09,MA,Massachusetts,IND,industrial,12.89,cents per kilowatt-hour
2012-09,MI,Michigan,COM,commercial,11.08,cents per kilowatt-hour
2012-09,MI,Michigan,IND,industrial,7.51,cents per kilowatt-hour
2014-09,MAT,Middle Atlantic,COM,commercial,14.02,cents per kilowatt-hour
2014-09,MAT,Middle Atlantic,IND,industrial,7.24,cents per kilowatt-hour
2014-09,ENC,East North Central,COM,commercial,9.77,cents per kilowatt-hour
2014-09,ENC,East North Central,IND,industrial,7.23,cents per kilowatt-hour
2014-09,WNC,West North Central,COM,commercial,9.57,cents per kilowatt-hour
2014-09,WNC,West North Central,IND,industrial,7.1,cents per kilowatt-hour
2007-11,VT,Vermont,IND,industrial,8.92,cents per kilowatt-hour
2010-03,WV,West Virginia,COM,commercial,7.53,cents per kilowatt-hour
2010-03,WV,West Virginia,IND,industrial,5.74,cents per kilowatt-hour
2009-01,ME,Maine,COM,commercial,14.14,cents per kilowatt-hour
2009-01,ME,Maine,IND,industrial,11.86,cents per kilowatt-hour
2009-01,MD,Maryland,COM,commercial,12.2,cents per kilowatt-hour
2009-01,MD,Maryland,IND,industrial,10.6,cents per kilowatt-hour
2009-01,MA,Massachusetts,COM,commercial,16.53,cents per kilowatt-hour
2009-01,MA,Massachusetts,IND,industrial,13.85,cents per kilowatt-hour
2009-01,MI,Michigan,COM,commercial,8.75,cents per kilowatt-hour
2009-01,MN,Minnesota,IND,industrial,5.73,cents per kilowatt-hour
2009-01,MS,Mississippi,COM,commercial,9.79,cents per kilowatt-hour
2009-01,MO,Missouri,IND,industrial,4.77,cents per kilowatt-hour
2009-01,NE,Nebraska,IND,industrial,4.97,cents per kilowatt-hour
2009-01,NV,Nevada,COM,commercial,10.58,cents per kilowatt-hour
2009-01,NJ,New Jersey,IND,industrial,12.58,cents per kilowatt-hour
2009-01,NY,New York,IND,industrial,7.95,cents per kilowatt-hour
2009-01,NC,North Carolina,COM,commercial,7.81,cents per kilowatt-hour
2021-04,FL,Florida,COM,commercial,9.3,cents per kilowatt-hour
2021-04,FL,Florida,IND,industrial,7.22,cents per kilowatt-hour
2021-10,AZ,Arizona,COM,commercial,10.38,cents per kilowatt-hour
2021-10,AZ,Arizona,IND,industrial,6.69,cents per kilowatt-hour
2021-10,AR,Arkansas,COM,commercial,10.09,cents per kilowatt-hour
2021-10,AR,Arkansas,IND,industrial,6.54,cents per kilowatt-hour
2021-10,CA,California,COM,commercial,20.25,cents per kilowatt-hour
2021-10,CA,California,IND,industrial,15.88,cents per kilowatt-hour
2021-10,CO,Colorado,COM,commercial,10.9,cents per kilowatt-hour
2021-10,CO,Colorado,IND,industrial,8.15,cents per kilowatt-hour
2012-08,MS,Mississippi,IND,industrial,6.76,cents per kilowatt-hour
2012-08,MO,Missouri,COM,commercial,9.5,cents per kilowatt-hour
2012-08,MO,Missouri,IND,industrial,6.98,cents per kilowatt-hour
2012-08,MT,Montana,COM,commercial,9.15,cents per kilowatt-hour
2012-08,MT,Montana,IND,industrial,5.36,cents per kilowatt-hour
2012-09,KY,Kentucky,COM,commercial,9.03,cents per kilowatt-hour
2012-09,KY,Kentucky,IND,industrial,5.59,cents per kilowatt-hour
2011-06,WY,Wyoming,COM,commercial,7.93,cents per kilowatt-hour
2001-12,PACC,Pacific Contiguous,IND,industrial,7.39,cents per kilowatt-hour
2021-04,HI,Hawaii,COM,commercial,29.89,cents per kilowatt-hour
2021-04,HI,Hawaii,IND,industrial,25.47,cents per kilowatt-hour
2012-08,WA,Washington,COM,commercial,7.58,cents per kilowatt-hour
2012-08,WA,Washington,IND,industrial,4.28,cents per kilowatt-hour
2012-08,WV,West Virginia,COM,commercial,8.04,cents per kilowatt-hour
2012-08,WV,West Virginia,IND,industrial,6.3,cents per kilowatt-hour
2012-08,WI,Wisconsin,COM,commercial,10.8,cents per kilowatt-hour
2012-08,WI,Wisconsin,IND,industrial,7.74,cents per kilowatt-hour
2012-08,WY,Wyoming,COM,commercial,8.25,cents per kilowatt-hour
2012-08,WY,Wyoming,IND,industrial,5.88,cents per kilowatt-hour
2012-08,NEW,New England,COM,commercial,13.43,cents per kilowatt-hour
2012-08,NEW,New England,IND,industrial,12.21,cents per kilowatt-hour
2012-08,MAT,Middle Atlantic,COM,commercial,13.27,cents per kilowatt-hour
2015-01,HI,Hawaii,COM,commercial,30.93,cents per kilowatt-hour
2015-01,HI,Hawaii,IND,industrial,26.67,cents per kilowatt-hour
2015-01,ID,Idaho,COM,commercial,7.57,cents per kilowatt-hour
2015-01,ID,Idaho,IND,industrial,5.62,cents per kilowatt-hour
2012-07,TN,Tennessee,IND,industrial,7.94,cents per kilowatt-hour
2012-07,TX,Texas,COM,commercial,8.08,cents per kilowatt-hour
2012-07,TX,Texas,IND,industrial,5.87,cents per kilowatt-hour
2012-07,UT,Utah,COM,commercial,8.29,cents per kilowatt-hour
2012-07,UT,Utah,IND,industrial,6.26,cents per kilowatt-hour
2014-08,NEW,New England,IND,industrial,11.54,cents per kilowatt-hour
2014-08,MAT,Middle Atlantic,COM,commercial,13.85,cents per kilowatt-hour
2014-08,MAT,Middle Atlantic,IND,industrial,7.25,cents per kilowatt-hour
2009-01,ENC,East North Central,IND,industrial,6.72,cents per kilowatt-hour
2009-01,WNC,West North Central,COM,commercial,6.67,cents per kilowatt-hour
2009-01,SAT,South Atlantic,IND,industrial,6.85,cents per kilowatt-hour
2009-01,ESC,East South Central,COM,commercial,9.54,cents per kilowatt-hour
2009-01,MTN,Mountain,COM,commercial,7.69,cents per kilowatt-hour
2009-01,PACC,Pacific Contiguous,IND,industrial,7.32,cents per kilowatt-hour
2009-01,PACN,Pacific Noncontiguous,COM,commercial,18.88,cents per kilowatt-hour
2009-02,LA,Louisiana,IND,industrial,6.39,cents per kilowatt-hour
2009-02,MD,Maryland,COM,commercial,12.5,cents per kilowatt-hour
2009-02,MI,Michigan,COM,commercial,9.06,cents per kilowatt-hour
2009-04,SC,South Carolina,IND,industrial,5.65,cents per kilowatt-hour
2009-04,SD,South Dakota,COM,commercial,6.92,cents per kilowatt-hour
2009-04,TN,Tennessee,IND,industrial,6.88,cents per kilowatt-hour
2011-07,UT,Utah,IND,industrial,5.56,cents per kilowatt-hour
2011-07,VT,Vermont,COM,commercial,13.9,cents per kilowatt-hour
2021-03,CO,Colorado,COM,commercial,10,cents per kilowatt-hour
2021-03,CO,Colorado,IND,industrial,7.64,cents per kilowatt-hour
2021-03,CT,Connecticut,COM,commercial,16.82,cents per kilowatt-hour
2021-03,CT,Connecticut,IND,industrial,11.49,cents per kilowatt-hour
2021-03,DE,Delaware,COM,commercial,9.51,cents per kilowatt-hour
2012-07,NC,North Carolina,COM,commercial,9.06,cents per kilowatt-hour
2012-07,NC,North Carolina,IND,industrial,7.18,cents per kilowatt-hour
2014-06,US,U.S. Total,COM,commercial,10.96,cents per kilowatt-hour
2014-06,US,U.S. Total,IND,industrial,7.39,cents per kilowatt-hour
2014-07,AL,Alabama,COM,commercial,10.95,cents per kilowatt-hour
2014-07,AL,Alabama,IND,industrial,6.88,cents per kilowatt-hour
2014-07,AK,Alaska,COM,commercial,18.09,cents per kilowatt-hour
2014-07,AK,Alaska,IND,industrial,16.9,cents per kilowatt-hour
2014-07,AZ,Arizona,COM,commercial,11,cents per kilowatt-hour
2014-08,ENC,East North Central,COM,commercial,10.25,cents per kilowatt-hour
2014-08,ENC,East North Central,IND,industrial,7.22,cents per kilowatt-hour
2014-08,WNC,West North Central,COM,commercial,10.19,cents per kilowatt-hour
2014-08,WNC,West North Central,IND,industrial,7.54,cents per kilowatt-hour
2014-08,SAT,South Atlantic,COM,commercial,9.58,cents per kilowatt-hour
2014-08,SAT,South Atlantic,IND,industrial,7.08,cents per kilowatt-hour
2021-02,MI,Michigan,COM,commercial,12.25,cents per kilowatt-hour
2021-02,MI,Michigan,IND,industrial,7.77,cents per kilowatt-hour
2021-02,MN,Minnesota,COM,commercial,10.13,cents per kilowatt-hour
2021-02,MN,Minnesota,IND,industrial,8.03,cents per kilowatt-hour
2021-02,MS,Mississippi,COM,commercial,11.16,cents per kilowatt-hour
2021-02,MS,Mississippi,IND,industrial,6.22,cents per kilowatt-hour
2021-02,MO,Missouri,COM,commercial,7.91,cents per kilowatt-hour
2021-02,MO,Missouri,IND,industrial,6.69,cents per kilowatt-hour
2021-02,MT,Montana,COM,commercial,10.2,cents per kilowatt-hour
2011-02,MTN,Mountain,COM,commercial,8.39,cents per kilowatt-hour
2011-02,MTN,Mountain,IND,industrial,5.6,cents per kilowatt-hour
2012-02,MN,Minnesota,COM,commercial,8.42,cents per kilowatt-hour
2012-02,MN,Minnesota,IND,industrial,6.38,cents per kilowatt-hour
2011-06,MT,Montana,COM,commercial,9.22,cents per kilowatt-hour
2011-06,MT,Montana,IND,industrial,5.09,cents per kilowatt-hour
2009-04,TX,Texas,COM,commercial,9.56,cents per kilowatt-hour
2009-04,UT,Utah,IND,industrial,4.78,cents per kilowatt-hour
2009-04,VT,Vermont,IND,industrial,9.01,cents per kilowatt-hour
2009-04,VA,Virginia,COM,commercial,8.19,cents per kilowatt-hour
2009-04,WA,Washington,COM,commercial,6.96,cents per kilowatt-hour
2009-04,WA,Washington,IND,industrial,4.19,cents per kilowatt-hour
2009-04,WV,West Virginia,COM,commercial,6.74,cents per kilowatt-hour
2009-04,WV,West Virginia,IND,industrial,5.41,cents per kilowatt-hour
2003-01,AL,Alabama,COM,commercial,6.87,cents per kilowatt-hour
2003-01,AL,Alabama,IND,industrial,4.07,cents per kilowatt-hour
2003-01,AK,Alaska,COM,commercial,9.98,cents per kilowatt-hour
2003-01,AK,Alaska,IND,industrial,7.62,cents per kilowatt-hour
2007-12,MT,Montana,COM,commercial,7.89,cents per kilowatt-hour
2007-12,MT,Montana,IND,industrial,5.45,cents per kilowatt-hour
2007-12,NE,Nebraska,COM,commercial,6.02,cents per kilowatt-hour
2007-12,NE,Nebraska,IND,industrial,4.5,cents per kilowatt-hour
2007-12,NV,Nevada,COM,commercial,10.27,cents per kilowatt-hour
2007-12,NV,Nevada,IND,industrial,7.76,cents per kilowatt-hour
2021-03,DE,Delaware,IND,industrial,7.19,cents per kilowatt-hour
2021-03,DC,District of Columbia,COM,commercial,12.17,cents per kilowatt-hour
2021-03,DC,District of Columbia,IND,industrial,7.12,cents per kilowatt-hour
2011-07,VT,Vermont,IND,industrial,9.77,cents per kilowatt-hour
2011-07,VA,Virginia,COM,commercial,8.21,cents per kilowatt-hour
2011-07,VA,Virginia,IND,industrial,6.66,cents per kilowatt-hour
2011-07,WA,Washington,COM,commercial,7.41,cents per kilowatt-hour
2011-07,WA,Washington,IND,industrial,4.11,cents per kilowatt-hour
2011-07,WV,West Virginia,COM,commercial,8,cents per kilowatt-hour
2011-07,WV,West Virginia,IND,industrial,6.46,cents per kilowatt-hour
2011-07,WI,Wisconsin,COM,commercial,10.6,cents per kilowatt-hour
2011-07,WI,Wisconsin,IND,industrial,7.65,cents per kilowatt-hour
2011-07,WY,Wyoming,COM,commercial,7.89,cents per kilowatt-hour
2011-07,WY,Wyoming,IND,industrial,5.35,cents per kilowatt-hour
2011-07,NEW,New England,COM,commercial,14.2,cents per kilowatt-hour
2011-07,NEW,New England,IND,industrial,12.76,cents per kilowatt-hour
2011-07,MAT,Middle Atlantic,COM,commercial,14.67,cents per kilowatt-hour
2011-07,MAT,Middle Atlantic,IND,industrial,8.51,cents per kilowatt-hour
2014-07,NY,New York,IND,industrial,6.47,cents per kilowatt-hour
2011-05,WV,West Virginia,IND,industrial,6.16,cents per kilowatt-hour
2011-05,WI,Wisconsin,COM,commercial,10.38,cents per kilowatt-hour
2011-05,WI,Wisconsin,IND,industrial,7.2,cents per kilowatt-hour
2011-05,WY,Wyoming,COM,commercial,7.75,cents per kilowatt-hour
2011-05,WY,Wyoming,IND,industrial,5.36,cents per kilowatt-hour
2011-05,NEW,New England,COM,commercial,14.22,cents per kilowatt-hour
2011-05,NEW,New England,IND,industrial,12.36,cents per kilowatt-hour
2011-05,MAT,Middle Atlantic,COM,commercial,13.51,cents per kilowatt-hour
2011-05,MAT,Middle Atlantic,IND,industrial,8.2,cents per kilowatt-hour
2011-05,ENC,East North Central,COM,commercial,9.59,cents per kilowatt-hour
2011-05,ENC,East North Central,IND,industrial,6.42,cents per kilowatt-hour
2012-04,FL,Florida,COM,commercial,9.67,cents per kilowatt-hour
2012-04,FL,Florida,IND,industrial,7.9,cents per kilowatt-hour
2012-04,GA,Georgia,COM,commercial,9.38,cents per kilowatt-hour
2012-04,GA,Georgia,IND,industrial,5.6,cents per kilowatt-hour
2012-04,HI,Hawaii,COM,commercial,35.3,cents per kilowatt-hour
2012-04,HI,Hawaii,IND,industrial,31.28,cents per kilowatt-hour
2012-07,IL,Illinois,COM,commercial,7.98,cents per kilowatt-hour
2012-07,IL,Illinois,IND,industrial,5.85,cents per kilowatt-hour
2011-08,DC,District of Columbia,COM,commercial,12.77,cents per kilowatt-hour
2011-08,DC,District of Columbia,IND,industrial,8.3,cents per kilowatt-hour
2011-08,FL,Florida,COM,commercial,9.85,cents per kilowatt-hour
2007-12,NH,New Hampshire,COM,commercial,13.74,cents per kilowatt-hour
2007-12,NH,New Hampshire,IND,industrial,12.41,cents per kilowatt-hour
2012-07,PACC,Pacific Contiguous,COM,commercial,12.99,cents per kilowatt-hour
2012-08,VA,Virginia,COM,commercial,7.87,cents per kilowatt-hour
2012-08,VA,Virginia,IND,industrial,6.91,cents per kilowatt-hour
2014-09,NM,New Mexico,COM,commercial,10.49,cents per kilowatt-hour
2014-09,NM,New Mexico,IND,industrial,6.53,cents per kilowatt-hour
2014-09,NY,New York,COM,commercial,16.82,cents per kilowatt-hour
2014-09,NY,New York,IND,industrial,6.47,cents per kilowatt-hour
2014-09,NC,North Carolina,COM,commercial,8.78,cents per kilowatt-hour
2014-09,NC,North Carolina,IND,industrial,6.6,cents per kilowatt-hour
2011-07,ENC,East North Central,COM,commercial,9.61,cents per kilowatt-hour
2011-07,ENC,East North Central,IND,industrial,6.77,cents per kilowatt-hour
2011-07,WNC,West North Central,COM,commercial,9.09,cents per kilowatt-hour
2011-07,WNC,West North Central,IND,industrial,6.76,cents per kilowatt-hour
2011-07,SAT,South Atlantic,COM,commercial,9.55,cents per kilowatt-hour
2011-07,SAT,South Atlantic,IND,industrial,7.2,cents per kilowatt-hour
2011-08,WI,Wisconsin,COM,commercial,10.67,cents per kilowatt-hour
2014-07,MD,Maryland,COM,commercial,10.48,cents per kilowatt-hour
2014-07,MD,Maryland,IND,industrial,8.63,cents per kilowatt-hour
2014-07,MA,Massachusetts,COM,commercial,14.7,cents per kilowatt-hour
2014-07,MA,Massachusetts,IND,industrial,13.02,cents per kilowatt-hour
2011-05,WNC,West North Central,COM,commercial,8.42,cents per kilowatt-hour
2011-05,WNC,West North Central,IND,industrial,5.99,cents per kilowatt-hour
2011-05,SAT,South Atlantic,COM,commercial,9.44,cents per kilowatt-hour
2011-05,SAT,South Atlantic,IND,industrial,6.51,cents per kilowatt-hour
2011-06,WY,Wyoming,IND,industrial,5.21,cents per kilowatt-hour
2011-06,NEW,New England,COM,commercial,14.68,cents per kilowatt-hour
2011-06,NEW,New England,IND,industrial,13.12,cents per kilowatt-hour
2011-06,MAT,Middle Atlantic,COM,commercial,14.47,cents per kilowatt-hour
2011-06,MAT,Middle Atlantic,IND,industrial,8.3,cents per kilowatt-hour
2011-06,ENC,East North Central,COM,commercial,9.79,cents per kilowatt-hour
2011-06,ENC,East North Central,IND,industrial,6.72,cents per kilowatt-hour
2011-07,MO,Missouri,IND,industrial,7.15,cents per kilowatt-hour
2011-03,WI,Wisconsin,COM,commercial,10.14,cents per kilowatt-hour
2011-03,WI,Wisconsin,IND,industrial,7.14,cents per kilowatt-hour
2011-08,FL,Florida,IND,industrial,8.39,cents per kilowatt-hour
2011-08,GA,Georgia,COM,commercial,10.44,cents per kilowatt-hour
2011-08,GA,Georgia,IND,industrial,7.72,cents per kilowatt-hour
2011-08,HI,Hawaii,COM,commercial,34.76,cents per kilowatt-hour
2011-08,HI,Hawaii,IND,industrial,30.65,cents per kilowatt-hour
2011-08,ID,Idaho,COM,commercial,6.71,cents per kilowatt-hour
2012-04,NV,Nevada,IND,industrial,5.51,cents per kilowatt-hour
2012-04,NH,New Hampshire,COM,commercial,13.44,cents per kilowatt-hour
2012-04,NH,New Hampshire,IND,industrial,11.64,cents per kilowatt-hour
2012-04,NJ,New Jersey,COM,commercial,12.19,cents per kilowatt-hour
2012-04,NJ,New Jersey,IND,industrial,9.93,cents per kilowatt-hour
2014-10,CO,Colorado,COM,commercial,9.95,cents per kilowatt-hour
2014-10,CO,Colorado,IND,industrial,7.37,cents per kilowatt-hour
2014-10,CT,Connecticut,COM,commercial,15.12,cents per kilowatt-hour
2014-10,CT,Connecticut,IND,industrial,12.38,cents per kilowatt-hour
2014-11,IL,Illinois,COM,commercial,9.15,cents per kilowatt-hour
2014-11,IL,Illinois,IND,industrial,6.56,cents per kilowatt-hour
2010-09,WA,Washington,COM,commercial,7.41,cents per kilowatt-hour
2010-09,WA,Washington,IND,industrial,4.25,cents per kilowatt-hour
2014-09,NH,New Hampshire,COM,commercial,13.63,cents per kilowatt-hour
2014-09,NH,New Hampshire,IND,industrial,11.1,cents per kilowatt-hour
2014-09,NJ,New Jersey,COM,commercial,13.19,cents per kilowatt-hour
2014-09,NJ,New Jersey,IND,industrial,10.82,cents per kilowatt-hour
2014-06,NY,New York,IND,industrial,6.33,cents per kilowatt-hour
2014-06,NC,North Carolina,COM,commercial,8.9,cents per kilowatt-hour
2014-07,MI,Michigan,COM,commercial,11.05,cents per kilowatt-hour
2014-07,MI,Michigan,IND,industrial,7.72,cents per kilowatt-hour
2014-07,MN,Minnesota,COM,commercial,10.33,cents per kilowatt-hour
2014-08,FL,Florida,COM,commercial,9.69,cents per kilowatt-hour
2014-08,FL,Florida,IND,industrial,8.01,cents per kilowatt-hour
2014-08,GA,Georgia,COM,commercial,10.49,cents per kilowatt-hour
2012-05,SAT,South Atlantic,COM,commercial,9.28,cents per kilowatt-hour
